ID_Candidato,Nombre,Año,Agrupacion,Categoria,Cargo,Electo
ALBERTO JOSE MIDDONO,"MIDDONO, JOSE ALBERTO",2019,Volver a San Lorenzo,Asamblea,41,NO
ALBERTO JOSE MIDDONO,"MIDDONO, JOSE ALBERTO",2023,Volver a San Lorenzo,Asamblea,88,NO
ALBERTO FERNANDO HERNANDEZ,"HERNANDEZ, FERNANDO ALBERTO",2022,Renovacion San Lorencista,Asamblea,88,NO
ALBERTO FERNANDO HERNANDEZ,"HERNANDEZ, FERNANDO ALBERTO",2023,Renovacion San Lorenzo,Asamblea,88,NO
DEL GABRIEL GROSSO,"DEL GROSSO, GABRIEL",2022,Boedo en Accion,Asamblea,89,NO
DEL GABRIEL GROSSO,"DEL GROSSO, GABRIEL",2023,Boedo en Accion,Asamblea,89,NO
GUILLERMO OSHIRO,"OSHIRO, GUILLERMO",2022,Siempre San Lorenzo,Asamblea,89,NO
GUILLERMO OSHIRO,"OSHIRO, GUILLERMO",2023,Siempre San Lorenzo,Asamblea,89,NO
FEDERICO PISTOIA,"PISTOIA, FEDERICO",2022,San Lorenzo Querido,Asamblea,89,NO
FEDERICO PISTOIA,"PISTOIA, FEDERICO",2023,San Lorenzo Querido,Asamblea,89,NO
AZAMENDIA JUAN RAMON,"AZAMENDIA, JUAN RAMON",2022,Volver a San Lorenzo,Asamblea,89,NO
AZAMENDIA JUAN RAMON,"AZAMENDIA, JUAN RAMON",2019,Volver a San Lorenzo,Asamblea,12,NO
AZAMENDIA JUAN RAMON,"AZAMENDIA, JUAN RAMON",2023,Volver a San Lorenzo,Asamblea,89,NO
CIVIT MARTIN,"CIVIT, MARTIN",2022,Renovacion San Lorencista,Asamblea,89,NO
CIVIT MARTIN,"CIVIT, MARTIN",2023,Renovacion San Lorenzo,Asamblea,89,NO
CAMPOS ROMINA,"CAMPOS, ROMINA",2022,Boedo en Accion,Asamblea,90,NO
CAMPOS ROMINA,"CAMPOS, ROMINA",2023,Boedo en Accion,Asamblea,90,NO
VICTORIA ZARZA,"ZARZA, VICTORIA",2022,Siempre San Lorenzo,Asamblea,90,NO
VICTORIA ZARZA,"ZARZA, VICTORIA",2023,Siempre San Lorenzo,Asamblea,90,NO
GONZALO MILLIVIERI,"MILLIVIERI, GONZALO",2022,Volver a San Lorenzo,Asamblea,90,NO
GONZALO MILLIVIERI,"MILLIVIERI, GONZALO",2019,Volver a San Lorenzo,Asamblea,9,NO
GONZALO MILLIVIERI,"MILLIVIERI, GONZALO",2023,Volver a San Lorenzo,Asamblea,90,NO
LUCIANA MICELI,"MICELI, LUCIANA",2022,Renovacion San Lorencista,Asamblea,90,NO
LUCIANA MICELI,"MICELI, LUCIANA",2023,Renovacion San Lorenzo,Asamblea,90,NO
MARCELO TINELLI,"TINELLI, MARCELO",2019,San Lorenzo Siglo XXI,Comisión Directiva,Presidente,SI
MARCELO TINELLI,"TINELLI, MARCELO",2016,San Lorenzo Siglo XXI,Comisión Directiva,Vice-Presidente,SI
MARCELO TINELLI,"TINELLI, MARCELO",2013,San Lorenzo Siglo XXI,Comisión Directiva,Vice-Presidente,SI
MARCELO TINELLI,"TINELLI, MARCELO",2012 (EXTRAORDINARIA),San Lorenzo Siglo XXI,Comisión Directiva,,SI
MARCELO TINELLI,"TINELLI, MARCELO",2012 (ASAMBLEA),Transitoria,Comisión Directiva,,SI
CLAUDIO DE SIMONE,"SIMONE, CLAUDIO DE",2019,Cruzada por San Lorenzo,Comisión Directiva,Presidente,NO
CLAUDIO DE SIMONE,"SIMONE, CLAUDIO DE",2016,Cruzada por San Lorenzo,Comisión Directiva,Presidente,SI
CLAUDIO DE SIMONE,"SIMONE, CLAUDIO DE",2013,Cruzada por San Lorenzo,Comisión Directiva,Presidente,SI
CLAUDIO DE SIMONE,"SIMONE, CLAUDIO DE",2012 (EXTRAORDINARIA),Cruzada por San Lorenzo,Comisión Directiva,,SI
CLAUDIO DE SIMONE,"SIMONE, CLAUDIO DE",2010,Cruzada por San Lorenzo,Comisión Directiva,,SI
ARRECEYGOR CARLOS,"ARRECEYGOR, CARLOS",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vice-Presidente,NO
ARRECEYGOR CARLOS,"ARRECEYGOR, CARLOS",2016,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 9,NO
ISABEL MARIA VUOTTO,"VUOTTO, MARIA ISABEL",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 1,NO
ALVAREZ CARMEN DEL MARIA,"ALVAREZ, MARIA DEL CARMEN",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 1,NO
ALVAREZ CARMEN DEL MARIA,"ALVAREZ, MARIA DEL CARMEN",2016,Cruzada por San Lorenzo,Asamblea,16,NO
ALVAREZ CARMEN DEL MARIA,"ALVAREZ, MARIA DEL CARMEN",2013,Cruzada por San Lorenzo,Asamblea,36,NO
ALVAREZ CARMEN DEL MARIA,"ALVAREZ, MARIA DEL CARMEN",2010,Cruzada por San Lorenzo,Asamblea,36,NO
BETO CESAR,"CESAR, BETO",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 2,NO
CLAUDIO PERALES,"PERALES, CLAUDIO",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 2,NO
CLAUDIO PERALES,"PERALES, CLAUDIO",2016,Cruzada por San Lorenzo,Comisión Directiva,Vocal 9,NO
CLAUDIO PERALES,"PERALES, CLAUDIO",2023,San Lorenzo Querido,Fiscalizadora,,NO
MARCELO VUOTTO,"VUOTTO, MARCELO",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 3,NO
JOSE ROZADOS,"ROZADOS, JOSE",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 3,NO
COLANGELO MARIANO,"COLANGELO, MARIANO",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 3,NO
COLANGELO MARIANO,"COLANGELO, MARIANO",2016,Cruzada por San Lorenzo,Comisión Directiva,Vice-Presidente,NO
COLANGELO MARIANO,"COLANGELO, MARIANO",2013,Cruzada por San Lorenzo,Comisión Directiva,Vocal 8,NO
COLANGELO MARIANO,"COLANGELO, MARIANO",2012 (ASAMBLEA),Cruzada por San Lorenzo,Comisión Directiva,,NO
COLANGELO MARIANO,"COLANGELO, MARIANO",2010,Cruzada por San Lorenzo,Comisión Directiva,,NO
ALVAREZ ROBERTO,"ALVAREZ, ROBERTO",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 4,SI
ALVAREZ ROBERTO,"ALVAREZ, ROBERTO",2016,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 1,SI
ALVAREZ ROBERTO,"ALVAREZ, ROBERTO",2013,San Lorenzo Siglo XXI,Comisión Directiva,,SI
ALVAREZ ROBERTO,"ALVAREZ, ROBERTO",2012 (EXTRAORDINARIA),San Lorenzo Siglo XXI,Comisión Directiva,,SI
ALVAREZ ROBERTO,"ALVAREZ, ROBERTO",2012 (ASAMBLEA),Transitoria,Comisión Directiva,,SI
CIANNI MAXIMILIANO,"CIANNI, MAXIMILIANO",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 4,NO
CIANNI MAXIMILIANO,"CIANNI, MAXIMILIANO",2010,Grandeza Azulgrana,Comisión Directiva,,NO
MICELI PABLO,"MICELI, PABLO",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 4,NO
ALEJANDRO FERNANDEZ LUIS,"FERNANDEZ, ALEJANDRO LUIS",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 4,NO
ALEJANDRO FERNANDEZ LUIS,"FERNANDEZ, ALEJANDRO LUIS",2013,Cruzada por San Lorenzo,Comisión Directiva,Vocal 10,NO
ALEJANDRO FERNANDEZ LUIS,"FERNANDEZ, ALEJANDRO LUIS",2016,Cruzada por San Lorenzo,Comisión Directiva,,NO
ALEJANDRO FERNANDEZ LUIS,"FERNANDEZ, ALEJANDRO LUIS",2023,Siempre San Lorenzo,Asamblea,,NO
COSTAS FERNANDEZ MARIA PAULA,"COSTAS, MARIA PAULA FERNANDEZ",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 5,SI
COSTAS FERNANDEZ MARIA PAULA,"COSTAS, MARIA PAULA FERNANDEZ",2013,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 18,NO
COSTAS FERNANDEZ MARIA PAULA,"COSTAS, MARIA PAULA FERNANDEZ",2023,San Lorenzo Querido,Fiscalizadora,,NO
COSTAS FERNANDEZ MARIA PAULA,"COSTAS, MARIA PAULA FERNANDEZ",2016,San Lorenzo Siglo XXI,Fiscalizadora,,SI
CAROLINA MARISTANY,"MARISTANY, CAROLINA",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 5,NO
ANDREA SPERANZA,"SPERANZA, ANDREA",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 5,NO
BUSSO DARIO RODRIGUEZ,"BUSSO, DARIO RODRIGUEZ",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 5,NO
BUSSO DARIO RODRIGUEZ,"BUSSO, DARIO RODRIGUEZ",2016,Cruzada por San Lorenzo,Comisión Directiva,Vocal 5,NO
BUSSO DARIO RODRIGUEZ,"BUSSO, DARIO RODRIGUEZ",2013,Cruzada por San Lorenzo,Comisión Directiva,Vocal 3,NO
BUSSO DARIO RODRIGUEZ,"BUSSO, DARIO RODRIGUEZ",2012 (EXTRAORDINARIA),Cruzada por San Lorenzo,Comisión Directiva,,NO
MORELLO OSCAR,"MORELLO, OSCAR",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 7,NO
GUTIERREZ JORGE OMAR,"GUTIERREZ, JORGE OMAR",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 7,NO
GUTIERREZ JORGE OMAR,"GUTIERREZ, JORGE OMAR",2016,Cruzada por San Lorenzo,Comisión Directiva,Vocal 11,NO
FERNANDEZ GISEL,"FERNANDEZ, GISEL",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 8,NO
ANGLADA DIEGO,"ANGLADA, DIEGO",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 8,NO
GUTIERREZ LEANDRO PESSANO Y,"GUTIERREZ, LEANDRO PESSANO Y",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 8,NO
GUTIERREZ LEANDRO PESSANO Y,"GUTIERREZ, LEANDRO PESSANO Y",2016,Cruzada por San Lorenzo,Comisión Directiva,Vocal 10,NO
GUTIERREZ LEANDRO PESSANO Y,"GUTIERREZ, LEANDRO PESSANO Y",2013,Cruzada por San Lorenzo,Comisión Directiva,Vocal 13,NO
MARCELO PEREZ RUBINO,"RUBINO, MARCELO PEREZ",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 9,NO
JOSE LUIS PARRA SANZ,"SANZ, JOSE LUIS PARRA",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 9,NO
JOSE LUIS PARRA SANZ,"SANZ, JOSE LUIS PARRA",2016,Cruzada por San Lorenzo,Comisión Directiva,Vocal 18,NO
CARLOS MAXIMILIANO ROSALES,"ROSALES, CARLOS MAXIMILIANO",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 10,SI
CARLOS MAXIMILIANO ROSALES,"ROSALES, CARLOS MAXIMILIANO",2010,Nuevo San Lorenzo,Comisión Directiva,,NO
CARLOS MAXIMILIANO ROSALES,"ROSALES, CARLOS MAXIMILIANO",2007,Unidos por San Lorenzo,Comisión Directiva,,NO
DANIELA TEIXIDO,"TEIXIDO, DANIELA",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 10,NO
CHIODINI PABLO,"CHIODINI, PABLO",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 11,SI
GIOVANELLI HUGO,"GIOVANELLI, HUGO",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 11,NO
NANCY PELJHAN,"PELJHAN, NANCY",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 11,NO
MANAS NORBERTO,"MAÑAS, NORBERTO",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 12,SI
GRANO LUCAS,"GRANO, LUCAS",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 12,NO
ALFONSO ANIBAL LOPEZ,"LOPEZ, ANIBAL ALFONSO",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 12,NO
ALFONSO ANIBAL LOPEZ,"LOPEZ, ANIBAL ALFONSO",2016,Cruzada por San Lorenzo,Asamblea,19,NO
ALFONSO ANIBAL LOPEZ,"LOPEZ, ANIBAL ALFONSO",2013,Cruzada por San Lorenzo,Asamblea,9,SI
ALFONSO ANIBAL LOPEZ,"LOPEZ, ANIBAL ALFONSO",2010,Cruzada por San Lorenzo,Comisión Directiva,,NO
DIEGO MENDRI RUBEN,"MENDRI, DIEGO RUBEN",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 12,NO
GUSTAVO VILLAR,"VILLAR, GUSTAVO",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 13,NO
GUSTAVO VILLAR,"VILLAR, GUSTAVO",2016,Volver a San Lorenzo,Asamblea,6,NO
GUSTAVO VILLAR,"VILLAR, GUSTAVO",2013,Volver a San Lorenzo,Comisión Directiva,Vocal 10,NO
ALVAREZ SERGIO,"ALVAREZ, SERGIO",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 13,NO
BARI RIQUELME TOMAS,"RIQUELME, TOMAS BARI",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 13,NO
FELIPE SILVESTRE,"SILVESTRE, FELIPE",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 14,NO
MONFONTE PATRICIA,"MONFONTE, PATRICIA",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 14,NO
ITUARTE JULIO SANCHEZ,"ITUARTE, JULIO SANCHEZ",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 14,NO
CORTEA ELENA,"CORTEA, ELENA",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 15,NO
ALAN LANCE,"LANCE, ALAN",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 15,NO
JUAN SCOLTORE VICENTE,"SCOLTORE, JUAN VICENTE",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 16,SI
JULIETA PEDRAZZOLI,"PEDRAZZOLI, JULIETA",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 16,NO
SILVINA VILA,"VILA, SILVINA",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 16,NO
MACARENA MARIA URRICANET,"URRICANET, MARIA MACARENA",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 16,NO
DE JUAN MARCO PABLO,"MARCO, JUAN PABLO DE",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 17,NO
DE JUAN MARCO PABLO,"MARCO, JUAN PABLO DE",2016,Cruzada por San Lorenzo,Asamblea,34,NO
DE JUAN MARCO PABLO,"MARCO, JUAN PABLO DE",2010,Cruzada por San Lorenzo,Comisión Directiva,,NO
GARCIA MELANIE VIOLET,"GARCIA, MELANIE VIOLET",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 17,NO
MIGUEL ORLANDO SACCHITELA,"SACCHITELA, MIGUEL ORLANDO",2019,Cruzada por San Lorenzo,Comisión Directiva,Vocal 17,NO
ANDREA BARO MARIELA,"BARO, MARIELA ANDREA",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 18,SI
ANDREA BARO MARIELA,"BARO, MARIELA ANDREA",2023,San Lorenzo Querido,Fiscalizadora,,NO
LAURA SAPONARE,"SAPONARE, LAURA",2019,Frente Pasion Azulgrana,Comisión Directiva,Vocal 18,NO
EUGENIO GUSTAVO MARTINEZ,"MARTINEZ, GUSTAVO EUGENIO",2019,San Lorenzo Siglo XXI,Asamblea,1,SI
EUGENIO GUSTAVO MARTINEZ,"MARTINEZ, GUSTAVO EUGENIO",2016,San Lorenzo Siglo XXI,Asamblea,2,SI
EUGENIO GUSTAVO MARTINEZ,"MARTINEZ, GUSTAVO EUGENIO",2013,San Lorenzo Siglo XXI,Asamblea,2,SI
EUGENIO GUSTAVO MARTINEZ,"MARTINEZ, GUSTAVO EUGENIO",2010,Vamos San Lorenzo,Asamblea,3,NO
EUGENIO GUSTAVO MARTINEZ,"MARTINEZ, GUSTAVO EUGENIO",2004,Dignidad por San Lorenzo,Fiscalizadora,1,NO
EUGENIO GUSTAVO MARTINEZ,"MARTINEZ, GUSTAVO EUGENIO",2023,San Lorenzo Querido,Comisión Directiva,,NO
EUGENIO GUSTAVO MARTINEZ,"MARTINEZ, GUSTAVO EUGENIO",2007,Proyecto Azulgrana,Comisión Directiva,,NO
EUGENIO GUSTAVO MARTINEZ,"MARTINEZ, GUSTAVO EUGENIO",2010,Vamos San Lorenzo,Fiscalizadora,,NO
ANGEL LUIS SARUBBI,"SARUBBI, LUIS ANGEL",2019,Frente Pasion Azulgrana,Asamblea,1,NO
FERNANDO SERJANOVIC,"SERJANOVIC, FERNANDO",2019,San Lorenzo Siglo XXI,Asamblea,2,SI
FERNANDO SERJANOVIC,"SERJANOVIC, FERNANDO",2016,San Lorenzo Siglo XXI,Asamblea,1,SI
ARDILES FERNANDEZ JULIO RAFAEL,"FERNANDEZ ARDILES, JULIO RAFAEL",2019,Frente Pasion Azulgrana,Asamblea,2,SI
ARDILES FERNANDEZ JULIO RAFAEL,"FERNANDEZ ARDILES, JULIO RAFAEL",2016,Cruzada por San Lorenzo,Asamblea,60,NO
ARDILES FERNANDEZ JULIO RAFAEL,"FERNANDEZ ARDILES, JULIO RAFAEL",2013,Cruzada por San Lorenzo,Asamblea,40,NO
ARDILES FERNANDEZ JULIO RAFAEL,"FERNANDEZ ARDILES, JULIO RAFAEL",2010,Vamos San Lorenzo,Asamblea,14,SI
ARDILES FERNANDEZ JULIO RAFAEL,"FERNANDEZ ARDILES, JULIO RAFAEL",2004,San Lorenzo para Todos,Comisión Directiva,,NO
ANTONINO VENTRICE,"VENTRICE, ANTONINO",2019,Cruzada por San Lorenzo,Asamblea,2,SI
ANTONINO VENTRICE,"VENTRICE, ANTONINO",2016,Cruzada por San Lorenzo,Asamblea,5,SI
ANTONINO VENTRICE,"VENTRICE, ANTONINO",2013,Cruzada por San Lorenzo,Asamblea,,SI
ERCOLANO MARCELO,"ERCOLANO, MARCELO",2019,San Lorenzo Siglo XXI,Asamblea,3,SI
ERCOLANO MARCELO,"ERCOLANO, MARCELO",2016,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 16,NO
ERCOLANO MARCELO,"ERCOLANO, MARCELO",2013,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 10,SI
ERCOLANO MARCELO,"ERCOLANO, MARCELO",2004,De Nuevo San Lorenzo,Comisión Directiva,Vocal 3,NO
ERCOLANO MARCELO,"ERCOLANO, MARCELO",2012 (EXTRAORDINARIA),San Lorenzo Siglo XXI,Comisión Directiva,,SI
ERCOLANO MARCELO,"ERCOLANO, MARCELO",2010,Nuevo San Lorenzo,Comisión Directiva,,NO
ERCOLANO MARCELO,"ERCOLANO, MARCELO",2007,Unidos por San Lorenzo,Comisión Directiva,,SI
LAURA RUGGIERO,"RUGGIERO, LAURA",2019,Volver a San Lorenzo,Asamblea,3,NO
FRANCO SAPONARE,"SAPONARE, FRANCO",2019,Frente Pasion Azulgrana,Asamblea,3,SI
LUCIANA VIOTTI VOLPE,"VOLPE VIOTTI, LUCIANA",2019,San Lorenzo Siglo XXI,Asamblea,5,SI
LUCIANA VIOTTI VOLPE,"VOLPE VIOTTI, LUCIANA",2016,San Lorenzo Siglo XXI,Asamblea,8,SI
LUCIANA VIOTTI VOLPE,"VOLPE VIOTTI, LUCIANA",2013,San Lorenzo Siglo XXI,Asamblea,19,SI
GREMONE ROBERTO,"GREMONE, ROBERTO",2019,Frente Pasion Azulgrana,Asamblea,5,SI
GREMONE ROBERTO,"GREMONE, ROBERTO",2004,San Lorenzo para Todos,Asamblea,1,SI
CARLA GISELLE MASSELLI,"MASSELLI, CARLA GISELLE",2019,Cruzada por San Lorenzo,Asamblea,5,NO
ANGEL SAPONARE,"SAPONARE, ANGEL",2019,Frente Pasion Azulgrana,Asamblea,6,NO
ANGEL SAPONARE,"SAPONARE, ANGEL",2010,Vamos San Lorenzo,Asamblea,37,NO
ALBERTO JOSE RAMOS,"RAMOS, JOSE ALBERTO",2019,Cruzada por San Lorenzo,Asamblea,6,NO
ALBERTO JOSE RAMOS,"RAMOS, JOSE ALBERTO",2016,Cruzada por San Lorenzo,Asamblea,2,SI
ALBERTO JOSE RAMOS,"RAMOS, JOSE ALBERTO",2013,Cruzada por San Lorenzo,Asamblea,3,SI
ALBERTO JOSE RAMOS,"RAMOS, JOSE ALBERTO",2010,Cruzada por San Lorenzo,Asamblea,2,SI
ERCOLANO SERGIO,"ERCOLANO, SERGIO",2019,San Lorenzo Siglo XXI,Asamblea,7,SI
DIEGO MIGUEL RUIZ,"RUIZ, DIEGO MIGUEL",2019,Frente Pasion Azulgrana,Asamblea,7,NO
DIEGO MIGUEL RUIZ,"RUIZ, DIEGO MIGUEL",2001,Unidad Azulgrana,Comisión Directiva,Vocal 6,NO
CARLOS FEDERICO VERDALLE,"VERDALLE, FEDERICO CARLOS",2019,Cruzada por San Lorenzo,Asamblea,7,NO
CARLOS FEDERICO VERDALLE,"VERDALLE, FEDERICO CARLOS",2016,Cruzada por San Lorenzo,Asamblea,4,SI
CARLOS FEDERICO VERDALLE,"VERDALLE, FEDERICO CARLOS",2013,Cruzada por San Lorenzo,Asamblea,5,SI
CARLOS FEDERICO VERDALLE,"VERDALLE, FEDERICO CARLOS",2010,Mas San Lorenzo,Asamblea,36,NO
CARLOS FEDERICO VERDALLE,"VERDALLE, FEDERICO CARLOS",2012 (EXTRAORDINARIA),Cruzada por San Lorenzo,Comisión Directiva,,NO
DANIEL FERNANDEZ OSVALDO,"FERNANDEZ, DANIEL OSVALDO",2019,San Lorenzo Siglo XXI,Asamblea,8,SI
DANIEL FERNANDEZ OSVALDO,"FERNANDEZ, DANIEL OSVALDO",2016,San Lorenzo Siglo XXI,Asamblea,11,SI
DANIEL FERNANDEZ OSVALDO,"FERNANDEZ, DANIEL OSVALDO",2013,San Lorenzo Siglo XXI,Asamblea,9,SI
DANIEL FERNANDEZ OSVALDO,"FERNANDEZ, DANIEL OSVALDO",2004,De Nuevo San Lorenzo,Comisión Directiva,Vice-Presidente,NO
DANIEL FERNANDEZ OSVALDO,"FERNANDEZ, DANIEL OSVALDO",1998,Nuevo Rumbo San Lorencista,Comisión Directiva,Vocal 12,NO
DANIEL FERNANDEZ OSVALDO,"FERNANDEZ, DANIEL OSVALDO",2007,Unidos por San Lorenzo,Comisión Directiva,,SI
ANIBAL HORACIO LOTITO,"LOTITO, HORACIO ANIBAL",2019,Frente Pasion Azulgrana,Asamblea,8,NO
ANIBAL HORACIO LOTITO,"LOTITO, HORACIO ANIBAL",2010,Vamos San Lorenzo,Asamblea,2,SI
ANIBAL HORACIO LOTITO,"LOTITO, HORACIO ANIBAL",2007,Frente San Lorenzo,Asamblea,9,SI
ANIBAL HORACIO LOTITO,"LOTITO, HORACIO ANIBAL",2001,Unidad Azulgrana,Comisión Directiva,Vocal 13,NO
ANIBAL HORACIO LOTITO,"LOTITO, HORACIO ANIBAL",1998,San Lorenzo para Todos,Comisión Directiva,Vocal 10,NO
BARLARO PAOLA,"BARLARO, PAOLA",2019,Frente Pasion Azulgrana,Asamblea,9,NO
CARLOS ENRIQUE LEMOS,"LEMOS, CARLOS ENRIQUE",2019,Cruzada por San Lorenzo,Asamblea,9,NO
PABLO RAMIREZ RODRIGUEZ,"RODRIGUEZ RAMIREZ, PABLO",2019,Volver a San Lorenzo,Asamblea,10,NO
TAMARA TISEYRA,"TISEYRA, TAMARA",2019,Cruzada por San Lorenzo,Asamblea,10,NO
TAMARA TISEYRA,"TISEYRA, TAMARA",2016,Cruzada por San Lorenzo,Asamblea,25,NO
HERRERA NESTOR,"HERRERA, NESTOR",2019,Frente Pasion Azulgrana,Asamblea,11,NO
CARLOS EUGENIO LOPEZ,"LOPEZ, CARLOS EUGENIO",2019,Cruzada por San Lorenzo,Asamblea,11,NO
CARLOS EUGENIO LOPEZ,"LOPEZ, CARLOS EUGENIO",2016,Cruzada por San Lorenzo,Asamblea,7,NO
CARLOS EUGENIO LOPEZ,"LOPEZ, CARLOS EUGENIO",2013,Cruzada por San Lorenzo,Asamblea,7,SI
CARLOS EUGENIO LOPEZ,"LOPEZ, CARLOS EUGENIO",2010,Cruzada por San Lorenzo,Asamblea,56,NO
SANTORSA SILVANA,"SANTORSA, SILVANA",2019,Volver a San Lorenzo,Asamblea,13,NO
GALLO GUIDO,"GALLO, GUIDO",2019,Frente Pasion Azulgrana,Asamblea,13,NO
COMBI JUAN MANUEL,"COMBI, JUAN MANUEL",2019,Cruzada por San Lorenzo,Asamblea,14,NO
COMBI JUAN MANUEL,"COMBI, JUAN MANUEL",2016,Cruzada por San Lorenzo,Asamblea,26,NO
ALBERTO CARLOS SIERRA,"SIERRA, CARLOS ALBERTO",2019,Volver a San Lorenzo,Asamblea,15,NO
ALBERTO CARLOS SIERRA,"SIERRA, CARLOS ALBERTO",2010,Grandeza Azulgrana,Asamblea,1,SI
BRUZZESE CARLOS JOSE,"BRUZZESE, JOSE CARLOS",2019,Frente Pasion Azulgrana,Asamblea,15,NO
BRUZZESE CARLOS JOSE,"BRUZZESE, JOSE CARLOS",2010,Nuevo San Lorenzo,Asamblea,38,NO
BRUZZESE CARLOS JOSE,"BRUZZESE, JOSE CARLOS",2007,Unidos por San Lorenzo,Asamblea,10,SI
BRUZZESE CARLOS JOSE,"BRUZZESE, JOSE CARLOS",2004,Unidos por San Lorenzo,Asamblea,,SI
ADRIANA NOVAIS VICTORIA,"NOVAIS, ADRIANA VICTORIA",2019,Cruzada por San Lorenzo,Asamblea,15,NO
GABRIEL ORTIZ PABLO,"ORTIZ, PABLO GABRIEL",2019,Cruzada por San Lorenzo,Asamblea,17,NO
GABRIEL ORTIZ PABLO,"ORTIZ, PABLO GABRIEL",2016,Cruzada por San Lorenzo,Asamblea,8,NO
GABRIEL ORTIZ PABLO,"ORTIZ, PABLO GABRIEL",2013,Cruzada por San Lorenzo,Asamblea,8,SI
ANTON MARIANA PEREZ,"ANTON PEREZ, MARIANA",2019,Volver a San Lorenzo,Asamblea,18,NO
FERRETO MATIAS,"FERRETO, MATIAS",2019,Frente Pasion Azulgrana,Asamblea,18,NO
EMILIANO GABRIEL ORTIZ,"ORTIZ, EMILIANO GABRIEL",2019,Cruzada por San Lorenzo,Asamblea,18,NO
ANGEL MIGUEL SANCHEZ,"SANCHEZ, MIGUEL ANGEL",2019,Volver a San Lorenzo,Asamblea,19,NO
ANGEL MIGUEL SANCHEZ,"SANCHEZ, MIGUEL ANGEL",2010,Mas San Lorenzo,Asamblea,34,NO
ANGEL MIGUEL SANCHEZ,"SANCHEZ, MIGUEL ANGEL",2007,Proyecto Azulgrana,Comisión Directiva,,NO
ANA FERNANDEZ MARIA,"FERNANDEZ, ANA MARIA",2019,Frente Pasion Azulgrana,Asamblea,19,NO
DEL GROSSO RUBEN,"DEL GROSSO, RUBEN",2019,Cruzada por San Lorenzo,Asamblea,19,NO
DEL GROSSO RUBEN,"DEL GROSSO, RUBEN",2016,Cruzada por San Lorenzo,Asamblea,20,NO
DEL GROSSO RUBEN,"DEL GROSSO, RUBEN",2013,Cruzada por San Lorenzo,Asamblea,24,NO
ANDRES LARROQUE,"LARROQUE, ANDRES",2019,San Lorenzo Siglo XXI,Asamblea,20,SI
BONOMO DIEGO HECTOR,"BONOMO, HECTOR DIEGO",2019,San Lorenzo Siglo XXI,Asamblea,21,SI
